% Model,optical_fiber.mph
% Version,COMSOL 6.3.0.335
% Date,"Oct 14 2025, 10:11"
% Table,Accumulated Table - 
% wv0 (m),D_core (m),Effective_mode_index (1),"Frequency (Hz), Frequency","Initialization of wavelength (m), Wavelength","Silica RI (1), Silica RI",Effective modal area,Nonlinear coefficient
9.333333333333334E-7,5.999999999999999E-6,1.4396191533773603+7.220912791038243E-10i,3.2120620499999994E14,9.333333333333334E-7,1.4512908409723466,1.9554627426120085E-11,0.008950903890206792
9.333333333333334E-7,5.999999999999999E-6,1.4398486464283682-5.105039631858227E-12i,3.2120620499999994E14,9.333333333333334E-7,1.4512908409723466,1.9805237864111814E-11,0.008837641431066556
9.333333333333334E-7,5.999999999999999E-6,1.446709153804206,3.2120620499999994E14,9.333333333333334E-7,1.4512908409723466,1.4449350261356757E-11,0.012113457528128858
9.333333333333334E-7,5.999999999999999E-6,1.4467100477365558,3.2120620499999994E14,9.333333333333334E-7,1.4512908409723466,1.445162539286772E-11,0.012111550496346636
9.333333333333334E-7,7.0E-6,1.4426470789932275+3.2846850677362905E-10i,3.2120620499999994E14,9.333333333333334E-7,1.4512908409723466,2.632377312259042E-11,0.006649183226313208
9.333333333333334E-7,7.0E-6,1.4427779337040971-2.5306964430800147E-12i,3.2120620499999994E14,9.333333333333334E-7,1.4512908409723466,2.6609821079003183E-11,0.006577706410739965
9.333333333333334E-7,7.0E-6,1.4478946275121316,3.2120620499999994E14,9.333333333333334E-7,1.4512908409723466,1.9462064915874633E-11,0.008993474816602558
9.333333333333334E-7,7.0E-6,1.4478949783664357,3.2120620499999994E14,9.333333333333334E-7,1.4512908409723466,1.9464933514660453E-11,0.008992149424408447
9.333333333333334E-7,8.0E-6,1.4446294415517584-1.3206803344218238E-12i,3.2120620499999994E14,9.333333333333334E-7,1.4512908409723466,3.404928622330948E-11,0.005140536267106224
9.333333333333334E-7,8.0E-6,1.4447001021936796-5.673457953869527E-15i,3.2120620499999994E14,9.333333333333334E-7,1.4512908409723466,3.428572707814236E-11,0.005105086157312027
9.333333333333334E-7,8.0E-6,1.4486714695148453,3.2120620499999994E14,9.333333333333334E-7,1.4512908409723466,2.5210803412341862E-11,0.006942721651397929
9.333333333333334E-7,8.0E-6,1.4486731849183225,3.2120620499999994E14,9.333333333333334E-7,1.4512908409723466,2.5227000788276796E-11,0.006938263972360177
1.0777777777777779E-6,1.0E-6,1.0638917215963726-2.5517195224070697E-11i,2.7815795072164947E14,1.0777777777777779E-6,1.449467851000407,6.51448186642423E-13,0.23267199411305325
1.0777777777777779E-6,1.0E-6,1.1030561809708765+2.7229874894360494E-16i,2.7815795072164947E14,1.0777777777777779E-6,1.449467851000407,7.215563350026324E-13,0.2100650237474141
1.0777777777777779E-6,1.0E-6,1.2902718990668396,2.7815795072164947E14,1.0777777777777779E-6,1.449467851000407,5.993244577533053E-13,0.252907664098394
1.0777777777777779E-6,1.0E-6,1.29027366431247,2.7815795072164947E14,1.0777777777777779E-6,1.449467851000407,5.993186920291366E-13,0.2529100971875846
1.0777777777777779E-6,2.0E-6,1.3247218765726636-2.9525635519548638E-12i,2.7815795072164947E14,1.0777777777777779E-6,1.449467851000407,2.5921242596426727E-12,0.05847472322500452
1.0777777777777779E-6,2.0E-6,1.336480300568467,2.7815795072164947E14,1.0777777777777779E-6,1.449467851000407,2.630388156720635E-12,0.057624099416717076
1.0777777777777779E-6,2.0E-6,1.401702107493473,2.7815795072164947E14,1.0777777777777779E-6,1.449467851000407,1.925838235624013E-12,0.07870533767770578
1.0777777777777779E-6,2.0E-6,1.4017056801592354,2.7815795072164947E14,1.0777777777777779E-6,1.449467851000407,1.925900977741498E-12,0.07870277361049757
1.0777777777777779E-6,3.0E-6,1.3912030012564442,2.7815795072164947E14,1.0777777777777779E-6,1.449467851000407,5.398897925956542E-12,0.02807494246533105
1.0777777777777779E-6,3.0E-6,1.3947378223622076,2.7815795072164947E14,1.0777777777777779E-6,1.449467851000407,5.5187606455998186E-12,0.027465178938006096
1.0777777777777779E-6,3.0E-6,1.4268536881750915,2.7815795072164947E14,1.0777777777777779E-6,1.449467851000407,3.98326960556797E-12,0.038052595896483965
1.0777777777777779E-6,3.0E-6,1.4268550975056424,2.7815795072164947E14,1.0777777777777779E-6,1.449467851000407,3.983442852373454E-12,0.03805094092340571
1.0777777777777779E-6,4.0E-6,1.4157707614343713+4.5836831526597E-13i,2.7815795072164947E14,1.0777777777777779E-6,1.449467851000407,9.19070347901163E-12,0.016492072559360315
1.0777777777777779E-6,4.0E-6,1.4172227239935697,2.7815795072164947E14,1.0777777777777779E-6,1.449467851000407,9.389289597487893E-12,0.016143260581501145
1.0777777777777779E-6,4.0E-6,1.43631200461863,2.7815795072164947E14,1.0777777777777779E-6,1.449467851000407,6.783466498904567E-12,0.022344585717627125
1.0777777777777779E-6,4.0E-6,1.4363168748852178,2.7815795072164947E14,1.0777777777777779E-6,1.449467851000407,6.785643017573247E-12,0.022337418613812145
